Category;Order Date;Segment;Sales Target
Office Supplies;2020-09-24;Corporate;9 
Technology;2020-09-25;Corporate;3040 
Technology;2020-09-25;Home Office;1397 
Furniture;2020-09-25;Consumer;716 
Furniture;2020-09-25;Corporate;519 
Office Supplies;2020-09-25;Consumer;339 
Office Supplies;2020-09-25;Home Office;104 
Technology;2020-09-25;Consumer;16 
Furniture;2020-09-26;Consumer;693 
Office Supplies;2020-09-26;Corporate;277 
Office Supplies;2020-09-26;Consumer;196 
Technology;2020-09-26;Consumer;110 
Office Supplies;2020-09-27;Corporate;1024 
Furniture;2020-09-27;Home Office;407 
Furniture;2020-09-27;Corporate;10 
Office Supplies;2020-09-27;Home Office;2 
Office Supplies;2020-09-29;Home Office;457 
Technology;2020-09-29;Home Office;57 
Furniture;2020-09-29;Home Office;34 
Office Supplies;2020-09-29;Corporate;14 
Furniture;2020-09-29;Consumer;8 
Office Supplies;2020-09-29;Consumer;2 
Office Supplies;2020-09-30;Consumer;618 
Technology;2020-09-30;Home Office;576 
Furniture;2020-09-30;Home Office;365 
Furniture;2020-09-30;Consumer;123 
Office Supplies;2020-09-30;Home Office;55 
Office Supplies;2020-09-30;Corporate;54 
Office Supplies;2020-10-01;Corporate;206 
Technology;2020-10-01;Home Office;160 
Office Supplies;2020-10-01;Consumer;152 
Office Supplies;2020-10-01;Home Office;12 
Technology;2020-10-02;Home Office;1918 
Furniture;2020-10-02;Corporate;433 
Office Supplies;2020-10-02;Consumer;394 
Office Supplies;2020-10-02;Corporate;193 
Furniture;2020-10-02;Consumer;106 
Furniture;2020-10-03;Home Office;2567 
Office Supplies;2020-10-03;Home Office;1512 
Technology;2020-10-03;Consumer;377 
Furniture;2020-10-03;Consumer;358 
Office Supplies;2020-10-03;Consumer;291 
Technology;2020-10-03;Home Office;92 
Technology;2020-10-03;Corporate;67 
Office Supplies;2020-10-03;Corporate;40 
Furniture;2020-10-03;Corporate;9 
Office Supplies;2020-10-04;Consumer;1573 
Technology;2020-10-04;Home Office;394 
Furniture;2020-10-04;Corporate;147 
Furniture;2020-10-04;Home Office;86 
Office Supplies;2020-10-04;Corporate;22 
Office Supplies;2020-10-04;Home Office;6 
Furniture;2020-10-05;Home Office;18 
Technology;2020-10-06;Corporate;5349 
Furniture;2020-10-06;Corporate;908 
Technology;2020-10-06;Home Office;214 
Office Supplies;2020-10-06;Home Office;204 
Office Supplies;2020-10-06;Corporate;32 
Office Supplies;2020-10-07;Home Office;596 
Office Supplies;2020-10-07;Consumer;483 
Technology;2020-10-07;Home Office;330 
Furniture;2020-10-07;Home Office;46 
Office Supplies;2020-10-07;Corporate;44 
Technology;2020-10-08;Consumer;1232 
Office Supplies;2020-10-08;Home Office;592 
Furniture;2020-10-08;Consumer;286 
Technology;2020-10-08;Home Office;231 
Furniture;2020-10-08;Home Office;138 
Office Supplies;2020-10-08;Consumer;90 
Technology;2020-10-09;Corporate;379 
Furniture;2020-10-09;Consumer;150 
Office Supplies;2020-10-09;Corporate;86 
Furniture;2020-10-10;Corporate;811 
Furniture;2020-10-10;Consumer;568 
Office Supplies;2020-10-10;Consumer;142 
Furniture;2020-10-11;Consumer;223 
Furniture;2020-10-13;Consumer;2639 
Technology;2020-10-13;Home Office;1023 
Technology;2020-10-13;Corporate;692 
Technology;2020-10-13;Consumer;476 
Furniture;2020-10-13;Home Office;250 
Office Supplies;2020-10-13;Home Office;132 
Office Supplies;2020-10-13;Corporate;73 
Office Supplies;2020-10-13;Consumer;34 
Office Supplies;2020-10-14;Corporate;5614 
Office Supplies;2020-10-14;Consumer;1596 
Furniture;2020-10-14;Consumer;1424 
Technology;2020-10-14;Corporate;210 
Office Supplies;2020-10-15;Home Office;81 
Technology;2020-10-15;Consumer;42 
Furniture;2020-10-15;Consumer;10 
Furniture;2020-10-16;Corporate;581 
Office Supplies;2020-10-16;Corporate;417 
Office Supplies;2020-10-16;Home Office;87 
Office Supplies;2020-10-16;Consumer;15 
Furniture;2020-10-17;Corporate;2519 
Technology;2020-10-17;Home Office;516 
Office Supplies;2020-10-17;Corporate;308 
Office Supplies;2020-10-17;Consumer;137 
Technology;2020-10-17;Corporate;19 
Office Supplies;2020-10-18;Corporate;67 
Technology;2020-10-18;Corporate;52 
Office Supplies;2020-10-18;Consumer;10 
Office Supplies;2020-10-20;Home Office;1513 
Furniture;2020-10-20;Consumer;399 
Technology;2020-10-20;Corporate;285 
Office Supplies;2020-10-20;Corporate;236 
Furniture;2020-10-20;Corporate;118 
Office Supplies;2020-10-20;Consumer;40 
Technology;2020-10-20;Consumer;18 
Office Supplies;2020-10-21;Corporate;768 
Furniture;2020-10-21;Corporate;247 
Office Supplies;2020-10-21;Consumer;200 
Office Supplies;2020-10-21;Home Office;68 
Furniture;2020-10-21;Consumer;42 
Technology;2020-10-21;Corporate;15 
Technology;2020-10-22;Home Office;1282 
Furniture;2020-10-22;Home Office;982 
Office Supplies;2020-10-22;Corporate;829 
Furniture;2020-10-22;Corporate;507 
Technology;2020-10-22;Consumer;350 
Office Supplies;2020-10-22;Home Office;173 
Office Supplies;2020-10-22;Consumer;108 
Technology;2020-10-22;Corporate;26 
Technology;2020-10-23;Home Office;11741 
Furniture;2020-10-23;Consumer;770 
Office Supplies;2020-10-23;Consumer;370 
Furniture;2020-10-23;Corporate;167 
Office Supplies;2020-10-23;Home Office;97 
Technology;2020-10-23;Corporate;34 
Office Supplies;2020-10-23;Corporate;33 
Technology;2020-10-24;Consumer;1778 
Furniture;2020-10-24;Corporate;1050 
Office Supplies;2020-10-24;Consumer;255 
Office Supplies;2020-10-24;Corporate;90 
Technology;2020-10-24;Corporate;35 
Furniture;2020-10-25;Consumer;466 
Office Supplies;2020-10-25;Consumer;12 
Furniture;2020-10-27;Consumer;364 
Office Supplies;2020-10-27;Consumer;269 
Technology;2020-10-27;Consumer;153 
Office Supplies;2020-10-27;Corporate;76 
Technology;2020-10-27;Corporate;66 
Office Supplies;2020-10-27;Home Office;48 
Furniture;2020-10-28;Corporate;649 
Technology;2020-10-28;Corporate;161 
Office Supplies;2020-10-28;Corporate;100 
Office Supplies;2020-10-28;Home Office;54 
Technology;2020-10-28;Home Office;23 
Office Supplies;2020-10-29;Consumer;240 
Furniture;2020-10-29;Consumer;68 
Technology;2020-10-29;Consumer;55 
Office Supplies;2020-10-29;Corporate;51 
Office Supplies;2020-10-30;Corporate;44 
Office Supplies;2020-10-31;Consumer;2060 
Furniture;2020-10-31;Consumer;1120 
Technology;2020-10-31;Consumer;502 
Office Supplies;2020-10-31;Home Office;162 
Furniture;2020-10-31;Home Office;33 
Furniture;2020-10-31;Corporate;10 
Technology;2020-11-01;Corporate;499 
Office Supplies;2020-11-01;Corporate;9 
Office Supplies;2020-11-01;Home Office;5 
Furniture;2020-11-02;Consumer;2319 
Office Supplies;2020-11-02;Consumer;233 
Technology;2020-11-03;Corporate;3265 
Office Supplies;2020-11-03;Home Office;975 
Furniture;2020-11-03;Corporate;891 
Office Supplies;2020-11-03;Corporate;525 
Office Supplies;2020-11-03;Consumer;315 
Furniture;2020-11-03;Home Office;168 
Furniture;2020-11-04;Home Office;1723 
Technology;2020-11-04;Consumer;1023 
Furniture;2020-11-04;Consumer;507 
Technology;2020-11-04;Corporate;358 
Furniture;2020-11-04;Corporate;349 
Office Supplies;2020-11-04;Consumer;208 
Office Supplies;2020-11-04;Corporate;189 
Technology;2020-11-04;Home Office;172 
Technology;2020-11-05;Corporate;9902 
Furniture;2020-11-05;Corporate;450 
Office Supplies;2020-11-05;Corporate;391 
Technology;2020-11-05;Consumer;264 
Office Supplies;2020-11-05;Home Office;112 
Office Supplies;2020-11-05;Consumer;8 
Technology;2020-11-06;Corporate;627 
Office Supplies;2020-11-06;Consumer;565 
Technology;2020-11-06;Consumer;461 
Furniture;2020-11-06;Consumer;424 
Office Supplies;2020-11-06;Home Office;204 
Office Supplies;2020-11-06;Corporate;17 
Furniture;2020-11-07;Home Office;2561 
Office Supplies;2020-11-07;Consumer;1247 
Office Supplies;2020-11-07;Home Office;268 
Furniture;2020-11-07;Consumer;177 
Technology;2020-11-07;Home Office;131 
Office Supplies;2020-11-07;Corporate;5 
Technology;2020-11-08;Consumer;743 
Technology;2020-11-08;Home Office;739 
Furniture;2020-11-08;Consumer;368 
Furniture;2020-11-08;Corporate;300 
Office Supplies;2020-11-08;Consumer;172 
Furniture;2020-11-09;Corporate;244 
Office Supplies;2020-11-09;Home Office;106 
Office Supplies;2020-11-10;Corporate;2408 
Technology;2020-11-10;Corporate;982 
Technology;2020-11-10;Home Office;691 
Furniture;2020-11-10;Corporate;628 
Furniture;2020-11-10;Home Office;92 
Furniture;2020-11-10;Consumer;41 
Furniture;2020-11-11;Corporate;1328 
Technology;2020-11-11;Corporate;1017 
Office Supplies;2020-11-11;Corporate;956 
Office Supplies;2020-11-11;Consumer;468 
Furniture;2020-11-11;Home Office;210 
Technology;2020-11-11;Consumer;107 
Office Supplies;2020-11-11;Home Office;20 
Office Supplies;2020-11-12;Corporate;996 
Office Supplies;2020-11-12;Consumer;432 
Furniture;2020-11-12;Consumer;76 
Furniture;2020-11-12;Home Office;36 
Technology;2020-11-12;Consumer;31 
Office Supplies;2020-11-12;Home Office;25 
Office Supplies;2020-11-13;Consumer;1121 
Technology;2020-11-13;Home Office;801 
Technology;2020-11-13;Corporate;416 
Furniture;2020-11-13;Home Office;273 
Office Supplies;2020-11-13;Home Office;140 
Office Supplies;2020-11-13;Corporate;53 
Furniture;2020-11-14;Consumer;2140 
Office Supplies;2020-11-14;Consumer;1592 
Technology;2020-11-14;Corporate;1276 
Technology;2020-11-14;Consumer;369 
Furniture;2020-11-14;Corporate;321 
Office Supplies;2020-11-14;Home Office;216 
Technology;2020-11-14;Home Office;154 
Office Supplies;2020-11-14;Corporate;69 
Furniture;2020-11-15;Corporate;273 
Technology;2020-11-15;Consumer;259 
Office Supplies;2020-11-15;Consumer;112 
Office Supplies;2020-11-15;Corporate;104 
Office Supplies;2020-11-15;Home Office;16 
Furniture;2020-11-16;Consumer;554 
Technology;2020-11-17;Corporate;2546 
Office Supplies;2020-11-17;Consumer;1025 
Furniture;2020-11-17;Consumer;310 
Technology;2020-11-17;Consumer;219 
Office Supplies;2020-11-17;Corporate;92 
Technology;2020-11-17;Home Office;56 
Office Supplies;2020-11-17;Home Office;20 
Technology;2020-11-18;Consumer;9942 
Office Supplies;2020-11-18;Corporate;1414 
Furniture;2020-11-18;Consumer;515 
Office Supplies;2020-11-18;Consumer;389 
Technology;2020-11-18;Corporate;295 
Office Supplies;2020-11-19;Corporate;707 
Office Supplies;2020-11-19;Consumer;323 
Technology;2020-11-19;Consumer;220 
Furniture;2020-11-19;Consumer;131 
Furniture;2020-11-19;Home Office;18 
Furniture;2020-11-19;Corporate;6 
Office Supplies;2020-11-20;Corporate;2323 
Office Supplies;2020-11-20;Consumer;1781 
Furniture;2020-11-20;Consumer;1335 
Furniture;2020-11-20;Corporate;880 
Office Supplies;2020-11-20;Home Office;112 
Furniture;2020-11-20;Home Office;82 
Technology;2020-11-20;Consumer;31 
Technology;2020-11-21;Consumer;1159 
Furniture;2020-11-21;Consumer;738 
Technology;2020-11-21;Corporate;533 
Office Supplies;2020-11-21;Consumer;277 
Furniture;2020-11-21;Corporate;48 
Furniture;2020-11-21;Home Office;29 
Technology;2020-11-22;Consumer;1161 
Technology;2020-11-22;Home Office;601 
Office Supplies;2020-11-22;Consumer;258 
Furniture;2020-11-22;Consumer;92 
Office Supplies;2020-11-22;Home Office;75 
Office Supplies;2020-11-22;Corporate;58 
Office Supplies;2020-11-23;Consumer;34 
Technology;2020-11-24;Consumer;515 
Office Supplies;2020-11-24;Corporate;465 
Furniture;2020-11-24;Corporate;147 
Furniture;2020-11-24;Consumer;31 
Office Supplies;2020-11-24;Consumer;17 
Office Supplies;2020-11-25;Home Office;1244 
Furniture;2020-11-25;Corporate;1065 
Furniture;2020-11-25;Consumer;825 
Office Supplies;2020-11-25;Corporate;734 
Office Supplies;2020-11-25;Consumer;585 
Technology;2020-11-25;Consumer;230 
Technology;2020-11-25;Corporate;150 
Furniture;2020-11-26;Consumer;2073 
Furniture;2020-11-26;Corporate;737 
Office Supplies;2020-11-26;Home Office;467 
Technology;2020-11-26;Consumer;294 
Office Supplies;2020-11-26;Consumer;162 
Technology;2020-11-26;Corporate;35 
Office Supplies;2020-11-26;Corporate;32 
Technology;2020-11-27;Home Office;2009 
Technology;2020-11-27;Consumer;1325 
Furniture;2020-11-27;Home Office;1203 
Furniture;2020-11-27;Consumer;243 
Office Supplies;2020-11-27;Corporate;237 
Office Supplies;2020-11-27;Home Office;154 
Office Supplies;2020-11-27;Consumer;36 
Office Supplies;2020-11-28;Corporate;901 
Technology;2020-11-28;Corporate;332 
Office Supplies;2020-11-28;Consumer;279 
Technology;2020-11-28;Consumer;60 
Furniture;2020-11-28;Corporate;51 
Furniture;2020-11-28;Consumer;18 
Furniture;2020-11-29;Home Office;4193 
Technology;2020-11-29;Corporate;1802 
Office Supplies;2020-11-29;Consumer;167 
Office Supplies;2020-11-29;Corporate;84 
Office Supplies;2020-11-29;Home Office;46 
Furniture;2020-11-30;Consumer;482 
Furniture;2020-12-01;Consumer;2804 
Furniture;2020-12-01;Home Office;1256 
Office Supplies;2020-12-01;Home Office;977 
Technology;2020-12-01;Home Office;562 
Office Supplies;2020-12-01;Consumer;365 
Technology;2020-12-01;Consumer;361 
Technology;2020-12-01;Corporate;99 
Technology;2020-12-02;Consumer;1436 
Furniture;2020-12-02;Home Office;1366 
Furniture;2020-12-02;Consumer;984 
Office Supplies;2020-12-02;Consumer;632 
Office Supplies;2020-12-02;Corporate;539 
Office Supplies;2020-12-02;Home Office;129 
Furniture;2020-12-02;Corporate;64 
Technology;2020-12-02;Home Office;64 
Technology;2020-12-03;Consumer;3598 
Furniture;2020-12-03;Corporate;3070 
Office Supplies;2020-12-03;Consumer;1488 
Office Supplies;2020-12-03;Corporate;1103 
Furniture;2020-12-03;Consumer;704 
Technology;2020-12-03;Corporate;325 
Office Supplies;2020-12-03;Home Office;41 
Furniture;2020-12-04;Home Office;553 
Office Supplies;2020-12-04;Consumer;457 
Technology;2020-12-04;Consumer;390 
Furniture;2020-12-04;Consumer;71 
Technology;2020-12-05;Consumer;1216 
Furniture;2020-12-05;Corporate;539 
Furniture;2020-12-05;Consumer;513 
Technology;2020-12-05;Corporate;243 
Office Supplies;2020-12-05;Consumer;146 
Office Supplies;2020-12-05;Corporate;42 
Office Supplies;2020-12-06;Consumer;278 
Office Supplies;2020-12-06;Home Office;266 
Office Supplies;2020-12-06;Corporate;232 
Furniture;2020-12-06;Home Office;188 
Technology;2020-12-06;Corporate;185 
Technology;2020-12-06;Consumer;90 
Furniture;2020-12-06;Corporate;86 
Furniture;2020-12-06;Consumer;42 
Technology;2020-12-06;Home Office;29 
Office Supplies;2020-12-07;Corporate;11 
Office Supplies;2020-12-08;Corporate;1737 
Technology;2020-12-08;Consumer;582 
Office Supplies;2020-12-08;Consumer;337 
Furniture;2020-12-08;Consumer;80 
Office Supplies;2020-12-08;Home Office;47 
Furniture;2020-12-09;Consumer;3570 
Technology;2020-12-09;Consumer;1511 
Office Supplies;2020-12-09;Consumer;1485 
Office Supplies;2020-12-09;Home Office;587 
Office Supplies;2020-12-09;Corporate;275 
Technology;2020-12-10;Consumer;1824 
Furniture;2020-12-10;Home Office;919 
Furniture;2020-12-10;Corporate;883 
Office Supplies;2020-12-10;Consumer;685 
Office Supplies;2020-12-10;Corporate;582 
Office Supplies;2020-12-10;Home Office;208 
Furniture;2020-12-11;Consumer;1921 
Technology;2020-12-11;Home Office;549 
Office Supplies;2020-12-11;Consumer;506 
Office Supplies;2020-12-11;Corporate;446 
Technology;2020-12-11;Consumer;98 
Office Supplies;2020-12-11;Home Office;79 
Technology;2020-12-11;Corporate;49 
Furniture;2020-12-11;Corporate;15 
Furniture;2020-12-12;Corporate;857 
Office Supplies;2020-12-12;Consumer;737 
Furniture;2020-12-12;Consumer;609 
Technology;2020-12-12;Corporate;341 
Technology;2020-12-12;Consumer;148 
Office Supplies;2020-12-12;Corporate;22 
Office Supplies;2020-12-12;Home Office;12 
Furniture;2020-12-14;Corporate;276 
Furniture;2020-12-14;Consumer;189 
Office Supplies;2020-12-14;Consumer;95 
Technology;2020-12-15;Home Office;1584 
Furniture;2020-12-15;Consumer;1363 
Furniture;2020-12-15;Home Office;544 
Office Supplies;2020-12-15;Home Office;198 
Technology;2020-12-15;Corporate;194 
Office Supplies;2020-12-15;Consumer;94 
Technology;2020-12-15;Consumer;38 
Technology;2020-12-16;Consumer;199 
Office Supplies;2020-12-16;Consumer;81 
Furniture;2020-12-16;Home Office;21 
Office Supplies;2020-12-16;Corporate;10 
Technology;2020-12-17;Corporate;303 
Office Supplies;2020-12-17;Home Office;220 
Furniture;2020-12-17;Corporate;217 
Office Supplies;2020-12-17;Corporate;99 
Office Supplies;2020-12-17;Consumer;11 
Office Supplies;2020-12-18;Consumer;706 
Furniture;2020-12-18;Consumer;592 
Office Supplies;2020-12-18;Corporate;544 
Office Supplies;2020-12-18;Home Office;34 
Office Supplies;2020-12-19;Consumer;2259 
Furniture;2020-12-19;Consumer;1217 
Technology;2020-12-19;Consumer;131 
Furniture;2020-12-19;Corporate;93 
Technology;2020-12-19;Corporate;29 
Office Supplies;2020-12-19;Corporate;17 
Office Supplies;2020-12-19;Home Office;5 
Office Supplies;2020-12-20;Consumer;1941 
Furniture;2020-12-20;Consumer;123 
Office Supplies;2020-12-21;Corporate;340 
Office Supplies;2020-12-22;Corporate;1070 
Office Supplies;2020-12-22;Consumer;803 
Technology;2020-12-22;Consumer;371 
Furniture;2020-12-22;Home Office;14 
Furniture;2020-12-23;Consumer;3239 
Technology;2020-12-23;Consumer;1552 
Office Supplies;2020-12-23;Consumer;1020 
Office Supplies;2020-12-23;Corporate;680 
Furniture;2020-12-23;Corporate;239 
Furniture;2020-12-23;Home Office;143 
Technology;2020-12-23;Corporate;65 
Office Supplies;2020-12-24;Corporate;797 
Technology;2020-12-24;Corporate;426 
Office Supplies;2020-12-24;Consumer;272 
Furniture;2020-12-24;Corporate;167 
Furniture;2020-12-24;Consumer;73 
Furniture;2020-12-24;Home Office;29 
Technology;2020-12-25;Home Office;3053 
Office Supplies;2020-12-25;Consumer;1202 
Furniture;2020-12-25;Home Office;749 
Furniture;2020-12-25;Consumer;530 
Technology;2020-12-25;Consumer;499 
Office Supplies;2020-12-25;Home Office;82 
Office Supplies;2020-12-25;Corporate;56 
Furniture;2020-12-25;Corporate;39 
Furniture;2020-12-26;Consumer;790 
Office Supplies;2020-12-26;Home Office;619 
Office Supplies;2020-12-26;Corporate;377 
Office Supplies;2020-12-26;Consumer;339 
Technology;2020-12-26;Consumer;317 
Technology;2020-12-26;Home Office;92 
Furniture;2020-12-26;Corporate;36 
Office Supplies;2020-12-27;Corporate;790 
